Cena;Data dodania;Lokalizacja;Na sprzedaż przez;Rodzaj nieruchomości;Liczba pokoi;Liczba łazienek;Wielkość (m2);opis;Parking
523500;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;2 pokoje;;35;"Lokalizacja: Śródmieście, ul. Sienna 
 Lokal: 35 mkw, Usytuowany na 5 piętrze w bloku z windą. Spółdzielcze własnościowe z KW. Grunty pod budynkiem uregulowane. 
 
 Na powierzchnie mieszkania składa się:
 - Salon z aneksem kuchennym
 - Sypialnia 
 - Łazienka
 - Przedpokój 
 - Loggia 
 - Piwnica
 
 Mieszkanie po kapitalnym i gruntownym remoncie, wykończenie z dbałością o szczegóły:
 - nowa instalacja elektryczna (wymienione wszystkie przewody, kontakty i skrzynka z bezpiecznikami)
 - nowa instalacja wodno-kanalizacyjna w łazience i kuchni
 - komfortowy system walk-in w łazience wraz z deszczownicą w kabinie prysznicowej
 - zmodernizowany system grzewczy (wymienione kaloryfery na nowe)
 - zamontowana instalacja pod TV i Internet
 - zamówiona pod wymiar stolarka kuchenna wraz z kompletnym sprzętem AGD
 (zmywarka, lodówka, płyta grzewcza, okap kuchenny, piekarnik)
 - nowe drzwi wewnętrzne oraz zewnętrzne z zamkami GERDA
 - położone od nowa gładzie na ścianach wewnętrznych
 - kompletna podłoga wymieniona na gres z wysoką klasą ścieralnością
 
 W budynku zostaną wymienione w I półroczu br. nowe windy oraz odświeżone klatki
 (też przyczyni się do wzrostu wartości mieszkania)
 
 Infrastruktura:
 Ścisłe centrum Warszawy (granica Woli i Śródmieścia). Bardzo blisko najpopularniejszych atrakcji turystycznych i miejsc w stolicy:
 Rondo Daszyńskiego (2 minuty autem)
 Rondo ONZ (3 minuty)
 Dworzec Centralny (4 minuty)
 Pałac Kultury i Nauki (7 minut) 
 
 W przypadku zainteresowania serdecznie zapraszam do kontaktu pod numerem telefonu 
 Bartłomiej Rogalski 780 086 869
 
 
 Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.Numer oferty w biurze: 1307Lokalizacja: Mazowieckie, Warszawa, Śródmieście, Mirów...Oferta opublikowana przez program Trimo";
455000;22/04/2020;Bielany, Warszawa;Właściciel;Mieszkanie;3 pokoje;1 łazienka;56;Bezpośrednio // Trzy osobne pokoje // LUX // Balkon // Ciche ///Trzypokojowe mieszkanie o powierzchni 55,60 m2 usytuowane na czwartym (ostatnim) piętrze w budynku z lat ’70 w dalszym sąsiedztwie stacji metra Stare Bielany.  Mieszkanie po  generalnym, kilkumiesięcznym remoncie (od zmiany układu funkcjonalnego pomieszczeń i wymiany instalacji elektrycznej poczynając, a na montażu mebli kuchennych kończąc). Wysokiej jakości okładziny ścienne i podłogowe. Starannie wykończone detale. Wszystko nowe.Wejście do każdego z trzech pokoi następuje z korytarza. Widna kuchnia z dużą ilością miejsca do przechowywania. Nowoczesna zabudowa kuchenna z drewnianym blatem oraz  czarnymi, designerskimi frontami posiada wbudowany sprzęt AGD (piekarnik, okap, płytą elektryczną bosch).W największym pokoju ściany zdobią obramowania wykonane ze sztukaterii. Atutem tego pokoju jest też balkon. W pokoju przeciwległym (którego wizytówką jest wielkoformatowa fototapeta z kolekcji południowoafrykańskiego studia LEMON), we wnęce zamontowana została przestronna szafa garderobiana. Druga, równie duża szafa znajduje się w przedpokoju. Ostatni pokój, wyróżniający się szprosami ryflowanego drewna oraz cementowym kamieniem dekoracyjnym to miejsce zarówno do odpoczynku jak i pracy.Łazienka wyłożona została modnym, inspirowanym marmurem carrara gresem, a wyposażona została w kabinę walk - in oraz duże, optycznie powiększające przestrzeń, lustro. Przedpokojowi zaś uroku dodaje sufit z czarną, przeszywającą sufit podwieszany, wnęką oraz zamontowanymi w niej czarnymi halogenami.Dla kogo jest to mieszkanie:dla inwestora, który chciałby otrzymać gwarantowaną stopę zwrotu z wynajmu długo- lub krótkoterminowegodla młodych osób, które cenią sobie nowoczesne wnętrza o wysokim standardzie i solidnej jakości wykonanych pracdla rodziny z dziećmi ( okna wychodzą na drzewa oraz w stronę nowego , dużego placu zabaw )dla świadomych konsumentów, którzy wiedzą, że remont to nie tylko odświeżenie ścian, ale też wymiana instalacji elektrycznej, usunięcie starych materiałów uznawanych obecnie za szkodliwe dla zdrowia,  kilkukrotne tynkowanie ścian i malowanie ich ekologicznymi farbami,  korzystanie z materiałów, których żywotność obliczona jest na kilkanaście lat, a nie dwa sezony dla stojących przed trudną decyzją między wynajmem przez okres całych studiów, a zakupem mieszkania, z którego czerpać można dodatkowe korzyści z podnajmu pokoi,dla osób poszukujących mieszkania bez pośrednictwa agencji nieruchomości dla cierpiących na permanentny brak czasu - dzięki doskonałej lokalizacji, sąsiedztwu metra, przystanków tramwajowych i autobusowych, a także bliskości wielkopowierzchniowego sklepu - wszystko załatwisz sprawnie i wreszcie będziesz miał czas i miejsce by wygodnie odpocząć dla osób, które dbają o swój wizerunek i  zawsze brakowało im w łazience duuuuużego lustra :)dla poszukujących wolności Kontakt bezpośrednio :   +48 505 213 200;
2300000;22/04/2020;Bielany, Warszawa;Agencja;Mieszkanie;2 pokoje;1 łazienka;35;Dwu pokojowe mieszkanie na Bielanach, mieszczące się tuż przy metrze Słodowiec . Mieszkanie znajduje się na 4 piętrze w 4 piętrowym bloku, bez windy . Lokal o dwustronnej ekspozycji Rok budowy 1967 , budynek z wielkiej płyty.Nieruchomość składa się : 2 pokoiwidnej kuchniłazienki  z wc przedpokoju z zabudową  Lokal wykończony jest parkietem drewnianym, w sypialni oraz salonie położone tapety, przedpokój z tapetami oraz zabudową drzwi suwane. W mieszkaniu znajdują się meble vintage które na życzenie kupującego mogą pozostać w mieszkaniu. Lokal nadaje się do zamieszkania, natomiast na dzisiejsze standardy wymaga odświeżenia lub generalnego remontu pod swoje wymogi . Nieruchomość cechuję się bardzo dobrą lokalizacją. Tuż przy bloku przystanki autobusowe, tramwajowe oraz metro Słodowiec. W okolicy sklepy takie jak żabka, carrefur expres, pralnia, najlepszy chińczyk w okolicy :) Do mieszkania przynależy piwnica. Mieszkanie dobre na start lub jako inwestycja. Zainteresowane osoby zapraszam do kontaktu. Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego lecz ma charakter informacyjny . Zalecamy jej weryfikacje. ;
720000;22/04/2020;Ursynów, Warszawa;Właściciel;Mieszkanie;4 pokoje;1 łazienka;58;"Czteropokojowe mieszkanie o powierzchni 58,06 m2 usytuowane na wysokim parterze w 3. piętrowym budynku , w odległości 10 min. pieszo od stacji metra Natolin. Mieszkanie z tarasem oraz dużym, zapewniającym prywatność ogródkiem. Okna skierowane na cichą stronę, z dala od ciągów pieszych. Mieszkanie dwustronne, ekspozycja wschód - zachód.Mieszkanie składa się z dużego pokoju z aneksem kuchennym, łazienki z toaletą oraz trzech sypialni (ok 11,5 / 10,5 / 6,5 m2) . Wysokość pomieszczeń to ponad 255 cm. W przedpokoju dwie szafy wnękowe. Do mieszkania przynależy piwnica oraz komórka lokatorska. Wnętrze zaprojektowane zostało  przez utalentowaną, warszawską architekt, remont generalny realizuje zespół doświadczonych fachowców. Zdjęcia zamieszczone w ogłoszeniu to wizualizacje wiernie oddające planowany efekt końcowy. Termin zakończenia prac 31 maj 2020 (obecnie ukończono 75% zaplanowanych prac wykończeniowych). Mieszkanie utrzymane w stylu skandynawskim, w kolorystyce mint & grey.  Remont mieszkania obejmuje: całkowitą wymianę instalacji elektrycznej, powiększenie łazienki, wykonanie od podstaw tynków i gładzi gipsowych,  wykonanie okładzin z gresu i drewna reflowanego, renowację parkietu oraz wymianę listew przypodłogowych, montaż nowych drzwi wewnątrz-lokalowych, wykonanie szaf garderobianych, wykonanie zabudowy kuchennej … i wiele innych prac.Spółdzielcze własnościowe prawo z księgą wieczystą. Bez obciążeń. Stan gruntów uregulowany. Możliwy zakup na kredyt.Dla kogo jest to mieszkanie:
dla małej i trochę większej rodziny, której członkowie marzą o oddzielnych pokojach i odrobinie prywatnościdla miłośników zieleni, posiadaczy dziecięcych domków ze zjeżdżalniami,  trampolin, basenów ogrodowych i wszelkiego rodzaju huśtawek,dla przyjaciół zwierząt, którym marzy się aby nie zamykać swoich pupili w czterech ścianach - taras i ogródek świetnie sprawdzą się zwłaszcza latem,dla młodych osób, które cenią sobie nowoczesne wnętrza o wysokim standardzie i solidnej jakości wykonanych prac,dla ludzi, którzy kochają swoją pracę i wolą wykorzystać swój czas i umiejętności do zarabiania pieniędzy niż do nadzorowania ekip remontowych,dla świadomych warszawiaków, którzy wiedzą, że remont to nie tylko odświeżenie ścian, ale też wymiana instalacji elektrycznej, usunięcie starych materiałów uznawanych obecnie za szkodliwe dla zdrowia,  kilkukrotne tynkowanie ścian i malowanie ich ekologicznymi farbami,  korzystanie z materiałów, których żywotność obliczona jest na kilkanaście lat, a nie dwa sezony,dla stojących przed trudną decyzją między wynajmem przez okres całych studiów, a zakupem mieszkaniadla osób poszukujących mieszkania w cenie niższej niż wynika  to z jego realnej wartości, bez pośrednictwa agencji nieruchomościdla inwestora, który chciałby otrzymać gwarantowaną stopę zwrotu z wynajmu długo- lub krótkoterminowegodla wszystkich, którym nie w smak jest życie w zunifikowanych betonowych szufladach bez charakteru.
Cena do negocjacji. Oferta bezpośrednia, tel. 505 213 200. Agencjom dziękuję za współpracę.";
395000;22/04/2020;Mokotów, Warszawa;Właściciel;Mieszkanie;2 pokoje;1 łazienka;44;"Zupełnie nowe, dwu pokojowe mieszkanie o pow.ok. 44 m2 znajdujące się na 2 piętrze w budynku apartamentowym . w doskonałej lokalizacji - tzw. ""MORDOR"" - zagłębie biur i ""szklanckaych domów"". Sąsiedztwo galerii Mokotów przystanki tramwajowe i autobusowe, jak też doskonale rozwinięta infrastruktura handlowo usługowa to niewątpliwe atuty tej lokalizacji. Dogodna lokalizacja zapewnia komfort, wygodę i szybki dojazd do centrum miasta oraz na lotnisko.Mieszkanie o pow.ok. 44m2 znajduje się na 2 pietrze w 5 piętrowym budynku apartamentowym z windą na terenie zamkniętego, monitorowanego i chronionego 24 H osiedla. Na jego powierzchnię składa się: pokój dzienny i aneks kuchenny o pow. ok.25 m2, sypialnia o pow.11m2,  łazienka o pow. 4,5 m2,i loggi o pow ok.11 m2. W mieszkaniu wszystko nowe. Jest całkowicie umeblowane i wyposażone w sprzęt AGD ( w tym zmywarkę).  Z pokoju dziennego znajduje się wejścia na balkon. Okna i drzwi balkonowe sa bardzo duze, co sprawia, że mieszkanie jest bardzo dobrze doświetlone.Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Wlasciciela jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej.Ponadto niniejsze materiały stanowią tajemnicęWlasciciela w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.). Niniejsze ogłoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny.507056418";
485000;22/04/2020;Mokotów, Warszawa;Agencja;Mieszkanie;Kawalerka lub garsoniera;;43;Serdecznie polecam 2-pokojowe mieszkanie w stanie deweloperskim o powierzchni 42,5m2 w nowo powstałej inwestycji przy ul. Cybernetyki.Osiedle położone w południowej części Mokotowa jest doskonałą propozycją dla tych, którzy poszukują wygodnego lokum w prestiżowej lokalizacji.O atrakcyjności miejsca świadczy doskonałe skomunikowanie z centrum miasta, możliwość szybkiego dojazdu do stacji metra, bliskość stacji SKM i portu lotniczego. W najbliższej okolicy znajdują się liczne obiekty handlowo-usługowe z Galerią Mokotów na czele, placówki medyczne, szkoły i przedszkola, czyli wszystko, co ma wpływ na komfort życia mieszkańców.Mieszkanie zlokalizowane na 1 piętrze w środku osiedla (cisza).Niezwykle atrakcyjny rozkład - dwustronne z dwoma balkonami (6,2 m2 + 5,8m2).Sprzedaż na zasadzie cesji praw z umowy deweloperskiej. Do mieszkania przynależy miejsce postojowe w garażu podziemnym, płatne dodatkowo 36 000 zł. Zapraszam do kontaktu, chętnie odpowiem na wszystkie pytania. Numer oferty w biurze: N+178712Lokalizacja: Mazowieckie, Warszawa, Mokotów, Cybernetyki...Oferta opublikowana przez program Trimo;
395000;22/04/2020;Mokotów, Warszawa;Właściciel;Mieszkanie;2 pokoje;1 łazienka;32;"Zupełnie nowe, dwu pokojowe mieszkanie o pow.ok. 32 m2 znajdujące się na 1 piętrze w budynku apartamentowym . w doskonałej lokalizacji - tzw. ""MORDOR"" - zagłębie biur i ""szklanckaych domów"". Sąsiedztwo galerii Mokotów przystanki tramwajowe i autobusowe, jak też doskonale rozwinięta infrastruktura handlowo usługowa to niewątpliwe atuty tej lokalizacji. Dogodna lokalizacja zapewnia komfort, wygodę i szybki dojazd do centrum miasta oraz na lotnisko.Mieszkanie o pow.ok. 32 m2 znajduje się na 1 pietrze w 5 piętrowym budynku apartamentowym z windą na terenie zamkniętego, monitorowanego i chronionego 24 H osiedla. Na jego powierzchnię składa się: pokój dzienny i aneks kuchenny o pow. ok.18 m2, sypialnia o pow. 8m2,  łazienka o pow. 4 m2,i balkon o pow ok. 5 m2. W mieszkaniu wszystko nowe. Jest całkowicie umeblowane i wyposażone w sprzęt AGD ( w tym zmywarkę).  Z pokoju dziennego znajduje się wejścia na balkon. Okna i drzwi balkonowe sa bardzo duze, co sprawia, że mieszkanie jest bardzo dobrze doświetlone.Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Wlasciciela jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej.Ponadto niniejsze materiały stanowią tajemnicęWlasciciela w rozumieniu ustawy z dnia 16 kwietnia 1993 r. o zwalczaniu nieuczciwej konkurencji (Dz. U. z 2003 r., Nr 153, poz. 1503 z późn. zm.). Niniejsze ogłoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny.507056418";
505990;22/04/2020;Ursus, Warszawa;Agencja;Mieszkanie;4 pokoje;;56;"BEZ prowizjiBEZ podatku PCCOD DEWELOPERA-O INWESTYCJI->wysoki standard>SMART HOME>Pakiet ANTYSMOGOWY>Stacja ładowania samochodów elektrycznychATUTY: Sklepy i usługi: Factory Ursus, CH Skorosze, Galeria Ursus lub Gawra, Biedronka, Lidl. siłownia, klub fitness park Achera, park Czechowicki CENTRUM - 25MIN komunikacja plac zabaw
Termin oddania : IV Q 2021Możliwość zakupu mieszkania na kredytDostępne są również inne metraże mieszkańGwarancja bezpieczeństwa transakcji W razie pytań zapraszam do kontaktuMarta Sadowska tel 221 234 195 Numer oferty w biurze: N+494535Lokalizacja: Mazowieckie, Warszawa, Ursus, Ryżowa...Oferta opublikowana przez program Trimo";
521500;22/04/2020;Ursus, Warszawa;Agencja;Mieszkanie;3 pokoje;;69;Prosto od dewelopera 0% prowizji, PCC 0%.Piętrowe mieszkanie o komfortowym rozkładzie ulokowane w cichej, dobrze skomunikowanej okolicy!Lokalizacja:-8 km do ścisłego centrum Warszawy-Dobrą komunikację zapewniają linie autobusowe, w okolicy stacja kolejowa Ursus Niedźwiadek-Większe i mniejsze zakupy w okolicy można zrobić w marketach spożywczych popularnych sieci handlowych, Galerii Gawra, CH Skorosze oraz Factory UrsusMieszkania dostępne z ogródkiem, balkonem, placem zabaw, garaże naziemne.Uwaga! Zdjęcia stanowią wizualizację.Pomagamy w finansowaniu, wybierając najlepszą ofertę kredytową z rynku finansowego w Polsce! Wystarczy kontakt telefoniczny.Dostępne inne metraże i rozkłady mieszkań! Więcej informacji pod numerem 22 123 41 92Zapraszam do kontaktu telefonicznego i umówienia wizyty w biurze lub na terenie inwestycji.Numer oferty w biurze: N+512250Lokalizacja: Mazowieckie, Warszawa, Ursus, Mariana Krawczyka...Oferta opublikowana przez program Trimo;
268500;22/04/2020;Rembertów, Warszawa;Agencja;Mieszkanie;2 pokoje;;35;Prosto od dewelopera 0% prowizji, PCC 0%.Przestronne i słoneczne wnętrza!Piękna architektura, lokale usługowe na parterze, alejki na patio oraz mini plac zabaw. Prosto od dewelopera, nowe słoneczne mieszkanie.Lokalizacja:- W okolicy Las Rembertowski- Bliskość sklepów spożywczych (Biedronka,kaufland,lidl)- Apteka Całodobowa- Przystanki autobusowe- Stacje SKMUdogodnienia:- Balkony oraz ogródki.- Drzwi i okna antywłamaniowe- Komórki lokatorskie- Dla posiadaczy samochodów zapewniono odpowiednią liczbę miejsc parkingowych.Cena brutto miejsca postojowego obowiązkowego: 30000.00 PLNCena brutto za m2 komórki lokatorskiej: 3000.00 PLNTermin oddania: II kwartał 2021Dostępne inne metraże i rozkłady mieszkań! Więcej informacji pod numerem 221 234 193Zapraszam do kontaktu telefonicznego i umówienia wizyty w biurze lub na terenie inwestycji.Zdjęcia stanowią wizualizację.Numer oferty w biurze: N+550495Lokalizacja: Mazowieckie, Warszawa, Rembertów, Meblowa...Oferta opublikowana przez program Trimo;
389000;20/01/2020;Białołęka, Warszawa;Właściciel;Mieszkanie;2 pokoje;1 łazienka;50;"ZIELONA BIAŁOŁĘKA - 2 pokoje + 2 balkony +loggia 

Dwupokojowe
mieszkanie o powierzchni 49,98 m2 ulokowane na osiedlu Zielona Dolina w
zacisznej części Białołęki na pierwszym piętrze na ulicy Rossiniego.Miejsce postojowe na terenie osiedla dodatkowo płatne 15 tys zł.

Wysoki standard .W
pokojach na podłodze deska warstwowa Barlinecka.
Szafy w zabudowie. Podłogi
balkonów wyłożone tarakotą + doprowadzone oświetlenie.
Mieszkanie składa się
z: Salonu z jadalnią, sypialni, widnej kuchni, łazienki z WC, małego hallu.
Dużym
atutem mieszkania są 2 balkony + loggia ( 1,15 )  Balkon zamknięty przeszklony  ( 5,52 )  ,Balkonu otwartego ( 12,79 ) . Salon jest
połączony z jadalnią, niemniej układ mieszkania pozwala na łatwe zamknięcie
jadalni, czyniąc z niej mały pokój. 

Kuchnia jest zabudowana i wyposażona w
agd firmy BOSH  (piekarnik, płyta gazowa,
zmywarka,). W łazience znajduje się kabina prysznicowa, wc oraz pralka.


Czynsz
380 zł 


Dwupiętrowy
blok mieszkalny na terenie zamkniętym, oddany do użytku w 2012 roku.


300m do przystanku - bezpośredni autobus do metra Marymont.

Niedaleko  osiedla rozpoczyna się budowa
szkoły podstawowej. 

Na osiedlu Żabka, szkoła językowa, fryzjer, sklep spożywczy, stomatolog. 

W pobliżu apteka i pizzeria. 

2km dalej przy Ostródzkiej miasto w przyszłym roku rozpoczyna budowę basenu. 


Okolica jest cicha
i spokojna, dużo zieleni, idealne miejsce na spacery, W pobliżu przystanek
autobusowy.



120 : kierunek Metro Trocka, Dworzec Wschodni

134: kierunek Metro Marymont

304: w okresie roku szkolnego -kierunek Berensona, Zaułek Szkoła


Oferta
bezpośrednia –agencjom dziękuję 




";
465000;30/03/2020;Śródmieście, Warszawa;Właściciel;Mieszkanie;2 pokoje;;27;"Sprzedam rozkładowe, 2 - pokojowe mieszkanie o powierzchni 27 m2 na 9 piętrze przy ul. Krochmalna 2 składające się z:- Przestronnego Salonu z balkonem francuskim
- kuchni w aneksie z wyspą oraz wiszącym okapem- Sypialni z zabudową pod wymiar- Łazienki z WC- oraz przedpokoju
Mieszkanie Gotowe od 10 Kwietnia 2020r ( Obecnie w 
trakcie remontu ) Zdjęcia przedstawiają standard mieszkania w jakim 
zostanie wyremontowane, nie stricte tego mieszkania.
Mieszkanie będzie świeżo po generalnym remoncie, po którym nikt nie mieszkał, Gotowe do wprowadzenia, gdzie:- Wymienione zostały całkowicie instalacje elektryczne ( na miedziane ) oraz hydrauliczne,- Na ścianach nowe tynki, gładzie oraz wysokiej jakości farby flugger- Na podłogach po zrobieniu wylewki został położony gres oraz panele o wysokiej klasie ścieralności- Łazienka z odpływem liniowym z WC- Meble kuchenne oraz łazienkowe robione na zamówienie w zabudowie z markowymi sprzętami:* piekarnikiem* płytą* zmywarką* okapem* lodówką* pralką- Oświetlenia halogenowe z energooszczędnymi żarówkami- drzwi wewnętrznych z regulowanymi ościeżnicami, wejściowe drzwi antywłamaniowe, wzmocnione o wysokim współczynniku akustycznym- wymiana kaloryferów, parapetów, baterii etc.Baterie łazienkowe w tym prysznicowa marki Hansgrohe, Zabudowa podtynkowa WC Grohe zmywarka w zabudowie marki Beko,
 Kaloryfery aluminiowe - wiele trwalsze oraz wolniej oddające ciepło 
przez co są oszczędniejsze, elektryka przeprowadzona w kilku obwodach 
dzięki czemu można używać wszystkich sprzętów jednocześnie bez obawy o 
wyrzucanie bezpieczników, zabudowa kuchenna pod wymiar z prowadnicami z 
funkcją ""cichy domyk"" .. etc.Doskonała lokalizacja.
6 min piechotką do Stacji Metra ""Rondo ONZ""
Mieszkanie Spółdzielczo Własnościowe - możliwość kredytowania w każdym banku - Grunty Uregulowane.
Spółdzielnia Wolska Żelazna Brama
Więcej informacji pod tel. 794 628 048Polecam";
480000;17/02/2020;Wawer, Warszawa;Właściciel;Mieszkanie;2 pokoje;2 łazienki;58;Na sprzedaż wystawiony jest lokal mieszkalny położony przy ulicy Żegańskiej w Warszawie. Powierzchnia mieszkania to 57,44 m². Do lokalu przynależy miejsce parkingowego w garażu podziemnym w/w budynku oraz piwnica położona w tymże samym budynku. Dla lokalu jest wyodrębniona księga wieczysta ( pełna własność) Mieszkanie składa się z dwóch pokoi, kuchni, łazienki, przedpokoju i WC. Do lokalu przynależą: komórka lokatorska o powierzchni 6,11 m² miejsce postojowe zlokalizowane w garażu podziemnym ( dodatkowy koszt 20 000 zł)duży balkon z widokiem na zieleń i Centrum Zdrowia DzieckaMieszkanie usytuowane jest na kameralnym, strzeżonym osiedlu z ochroną pełniącą również usługi concierge. Spokojna, zielona okolica, mili sąsiedzi. Mieszkanie w pełni wyposażone - zabudowa kuchenna na wymiar, pralka, lodówka, dwie duże szafy wnękowe, skórzana sofa i fotel, dwa łóżka, stolik kawowy, półki i szafka. W łazience wanna i bidet. Miejsce bardzo dobrze skomunikowane z centrum Warszawy. ;Garaż
557650;22/04/2020;Ursus, Warszawa;Agencja;Mieszkanie;4 pokoje;;61;"BEZ prowizjiBEZ podatku PCCOD DEWELOPERA-O INWESTYCJI->wysoki standard>SMART HOME>Pakiet ANTYSMOGOWY>Stacja ładowania samochodów elektrycznychATUTY: Sklepy i usługi: Factory Ursus, CH Skorosze, Galeria Ursus lub Gawra, Biedronka, Lidl. siłownia, klub fitness park Achera, park Czechowicki CENTRUM - 25MIN komunikacja plac zabaw
Termin oddania : IV Q 2021Możliwość zakupu mieszkania na kredytDostępne są również inne metraże mieszkańGwarancja bezpieczeństwa transakcji W razie pytań zapraszam do kontaktuMarta Sadowska tel 221 234 195 Numer oferty w biurze: N+614357Lokalizacja: Mazowieckie, Warszawa, Ursus, Ryżowa...Oferta opublikowana przez program Trimo";
448000;22/04/2020;Ursynów, Warszawa;Agencja;Mieszkanie;2 pokoje;;41;Kolejny etap inwestycji na pograniczu Mokotowa i Ursynowa !Bezpośrednio od DEWELOPERA!BEZ PCC!Lokalizacja: świetna komunikacja zielony Mokotów 8 minut do Metra Służew 5 minut do Galerii Mokotów liczne sklepy, restauracje, usługiInwestycja: własność gruntu prywatne jeziorko liczne tereny zielone nowoczesny budynek wysoki standard wykończenia darmowe wifi oraz multimedialne ławkiMożliwość zakupu mieszkania na kredyt!Termin zakończenia inwestycji - IV kwartał 2020WŁASNOŚĆ GRUNTU !W razie pytań pozostaję do Państwa dyspozycji, udzielę szczegółowych informacji.Zapraszam do kontaktu w celu umówienia się na spotkanie w biurze sprzedaży.Numer oferty w biurze: N+493423Lokalizacja: Mazowieckie, Warszawa, Ursynów, Mokotów Służewiec...Oferta opublikowana przez program Trimo;
727999;22/04/2020;Praga Południe, Warszawa;Agencja;Mieszkanie;3 pokoje;;60;PROSTO OD DEWELOPERA! O% PROWIZJI, O% PCCMiejsce szczególne, które łączy w sobie nowoczesność z klimatem dawnej Pragi.Inwestycja tuż przy Rondzie Wiatraczna!! Najlepiej skomunikowana inwestycja!KOMUNIKACJA:- 100M OD RONDA WIATRACZNA- Autobus - Tramwaj - Metro - Przystanek kolejowy - odległość od Centrum: 5 kmATUTY:- kameralny budynek - TYLKO 77 MIESZKAŃ- zielony dziedziniec- liczne punkty usługowe, bary i kawiarnie, sklepy spożywcze, placówki medyczne, a także szkoły i przedszkola- siłownie, stacja rowerów miejskich Veturilo, a także kilka parków. Plaża i bulwary nad Wisłą stanowią dodatkowe atrakcje.- hala garażowa- duże okna, balkony bądź loggie ze szklanymi balustradamiGwarantuję bezpieczeństwo transakcji - każde mieszkanie, które oferuję zostało sprawdzone.Posiadam również inne mieszkania w tej okolicy.Zapraszam do kontaktu.EWANumer oferty w biurze: N+132175Lokalizacja: Mazowieckie, Warszawa, Praga Południe, Kobielska...Oferta opublikowana przez program Trimo;
1020000;22/04/2020;Śródmieście, Warszawa;Agencja;Mieszkanie;3 pokoje;;68;"ATRAKCYJNA LOKALIZACJA.
 3-pokojowe mieszkanie położone w przedwojennej kamienicy w Centrum Warszawy. Mieszkanie położone na parterze, w głebi dobrze utrzymanego podwórka. CICHE.
 Kamienica wolna od roszczeń, po remoncie przeprowadzonym w 2015 roku. 
 Mieszkanie stylowe, gaz, prąd, ciepła woda z sieci, centralne ogrzewanie plus ogrzewanie podłogowe elektryczne w przedpokoju i kuchni. 
 
 ROZKŁAD POMIESZCZEŃ :
 - hol (8,2 m2)
 - WC (1,3 m2)
 - 3 pokoje (19,2 m2/ 15,2 m2/ 11,6 m2)
 - kuchnia (8,9 m2)
 - łazienka (2,8 m2)
 
 Mieszkanie po przebudowie/remoncie w 2015 roku : łazienka z brodzikiem oddzielona od WC, nowy dębowy parkiet. Gotowe do zamieszkania.
 
 POLECAM. Agnieszka Mizielińska 609 99 28 99 mail:amizielinska@komdar.pl
 
 Zobacz inne interesujące oferty publikowane jedynie na: WWW.KOMDAR.PL
 Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.Numer oferty w biurze: 24010Lokalizacja: Mazowieckie, Warszawa, Śródmieście, Wilcza...Oferta opublikowana przez program Trimo";Ulica
699000;22/04/2020;Wilanów, Warszawa;Agencja;Mieszkanie;3 pokoje;;112;"Zakup tylko za gotówkęDo sprzedania posiadam duże mieszkanie, które idealnie nadaje się dla rodziny z dziećmi.Otwarta kuchnia z jadalnią oraz przestronny salon świetnie sprawdzą się na rodzinne spotkania.Mieszkanie składa się z:

2 sypialni
przedpokoju
łazienki z wanną i prysznicem
wc
garderoby
ogromnego salonu z jadalnią oraz aneksem kuchennym
balkonu

Do mieszkania przynależy duże miesjce postojowe w garażu podziemnym, dzięki czemu nie musisz martwić się o to gdzie zaparkajuesz swoje auto.Na zamkniętym osiedlu znajduje się duży plac zabaw oraz boisko wielofunkcyjne, dzięki czemu dzieci mogą aktywnie spędzać czas na świeżym powietrzu.Dla rodziców miejsce na zorganizowanie grilla, świetna okazja na spotkanie ze znajomymi.W okolicy znajduje się:

żłobek
przedszkole
szkoła podstawowa
dyskonty
przystanek autobusowy
plaża Wilanów Zawady
siłownia
strzelnica golfowa

Dojazd do Centrum zajmuje ok 20 minut.
 
Zadzwoń i umów się na spotkanieNumer oferty w biurze: N+883610Lokalizacja: Mazowieckie, Warszawa, Wilanów, Glebowa...Oferta opublikowana przez program Trimo";
